dp,depto_nom,anio,pib_miles_millones,pob_total,pib_pc,ln_pib_pc,expulsados_total,recibidos_total,eventos_total,expulsados_adol,tasa_expulsion,tasa_expul_adol,ln_expulsados,ln_expul_adol,expul_acum,cuartil_conflicto,alta_intensidad
15,Boyacá,2018,23236.7077751753,1218755,19065938.41680674,16.76341397202975,301,592,313,47,0.2469733457503764,0.03856394435304881,5.71042701737487,3.871201010907891,35384,1,0
15,Boyacá,2019,23732.383798024865,1233430,19240965.27409327,16.772552172114523,210,545,210,30,0.17025692580851773,0.024322417972645387,5.351858133476067,3.4339872044851463,35384,1,0
15,Boyacá,2020,21491.47850869848,1248977,17207265.232825328,16.66084224985636,142,335,142,23,0.11369304638916489,0.018415070894019666,4.962844630259907,3.1780538303479458,35384,1,0
15,Boyacá,2021,23270.35090533265,1260227,18465205.7965213,16.731398751428536,139,423,139,25,0.11029758924384259,0.01983769590716593,4.941642422609304,3.258096538021482,35384,1,0
15,Boyacá,2022,24835.37666562782,1268367,19580591.946674597,16.7900494268198,296,1417,302,48,0.23337094074506826,0.0378439363370381,5.6937321388027,3.8918202981106265,35384,1,0
17,Caldas,1993,7269.31283969339,993536,7316607.389861454,15.805657307171058,783,675,794,49,0.788094241174955,0.04931879670188096,6.664409020350408,3.912023005428146,139618,2,0
17,Caldas,1994,8399.80600171482,997309,8422470.870828219,15.946413795762144,767,809,773,64,0.7690695662026513,0.06417268870530599,6.643789733147672,4.174387269895637,139618,2,0
17,Caldas,1995,8331.051015126366,1000677,8325414.709368124,15.934823407529173,827,833,838,53,0.8264404997816478,0.05296414327500282,6.71901315438526,3.9889840465642745,139618,2,0
17,Caldas,1996,7836.502046930677,1003535,7808897.593936114,15.870774358707642,1002,942,1006,67,0.998470407110863,0.06676398929783217,6.910750787961936,4.219507705176107,139618,2,0
17,Caldas,1997,8146.930098104986,1005791,8100022.865689777,15.907377442563346,1267,1376,1280,98,1.259705048066646,0.09743574957421572,7.145196134997171,4.59511985013459,139618,2,0
17,Caldas,1998,8160.981736161287,1007382,8101178.834008635,15.907520144116262,1437,1460,1441,121,1.426469799936866,0.12011332344631927,7.271008538280992,4.804021044733257,139618,2,0
17,Caldas,1999,7425.818841385708,1008277,7364859.896026298,15.812230584755133,2410,2310,2448,211,2.390216180672573,0.2092678896771423,7.787796878181171,5.356586274672012,139618,2,0
17,Caldas,2000,7811.962206013613,1008357,7747218.699343201,15.862844459413484,5569,4597,5688,485,5.522845579492183,0.480980446409357,8.62515033292133,6.186208623900494,139618,2,0
17,Caldas,2001,8384.986408625124,1007560,8322071.547724328,15.934421765907476,12825,9711,13164,1027,12.728770495057367,1.0192941363293502,9.459229639708807,6.93537044601511,139618,2,0
17,Caldas,2002,8794.684380864794,1005919,8742934.948902242,15.983756497771886,31700,21917,33574,2311,31.51347176064872,2.2974016794592806,10.36410350510914,7.7458682297922685,139618,2,0
17,Caldas,2003,9158.185381373358,1003556,9125734.270308143,16.02660892217443,13802,9604,14056,1109,13.753093997744022,1.1050703697651154,9.532641238823578,7.01211529430638,139618,2,0
17,Caldas,2004,9059.713318335153,1000581,9054452.681327302,16.018767203665817,14057,10417,14808,1110,14.048837625339678,1.10935546447514,9.55094690773585,7.01301578963963,139618,2,0
17,Caldas,2005,9411.269444434796,996434,9444950.136621991,16.060990779562573,18940,15179,20618,1439,19.0077817497195,1.4441498383234614,9.849084163656741,7.272398392570047,139618,2,0
17,Caldas,2006,10153.80413450931,993337,10221912.739089867,16.140044281694966,9892,6652,10255,924,9.958352502725662,0.9301979086654378,9.199582715323222,6.829793737512425,139618,2,0
17,Caldas,2007,10745.287870500142,990445,10848949.583773095,16.19957882070863,7738,4413,7814,824,7.812649869503103,0.8319492753257374,8.95402775927046,6.715383386334681,139618,2,0
17,Caldas,2008,10926.549015400558,987759,11061958.448771976,16.21902261331672,4871,3510,4911,550,4.931364836969341,0.5568159844658465,8.491259809389733,6.311734809152915,139618,2,0
17,Caldas,2009,10424.105841816947,985640,10575976.869665341,16.174095654012337,2286,1840,2292,247,2.319305223002313,0.2505985958362079,7.734996194022781,5.5134287461649825,139618,2,0
17,Caldas,2010,10675.32742860875,984304,10845559.327818185,16.199266275631317,1214,1311,1225,127,1.2333587997204116,0.12902517921292608,7.102499355774649,4.852030263919617,139618,2,0
17,Caldas,2011,10695.99755916757,983498,10875464.473916134,16.202019844272126,1019,1127,1026,114,1.0360976839810554,0.11591279290857735,6.927557906278317,4.74493212836325,139618,2,0
17,Caldas,2012,10777.088071359862,982904,10964537.80975544,16.21017678753264,1387,1354,1388,163,1.4111245859209038,0.165835117163019,7.23561914106675,5.099866427824199,139618,2,0
17,Caldas,2013,11462.382399886874,982563,11665798.935932731,16.272171951099427,1505,1414,1518,214,1.531708399359634,0.21779773917804762,7.317212408359839,5.3706380281276624,139618,2,0
17,Caldas,2014,12106.336467296247,982933,12316542.905056851,16.32645386833598,1463,1691,1483,194,1.4884025666042344,0.19736848798443027,7.288927694521257,5.272999558563747,139618,2,0
17,Caldas,2015,12513.501744755558,984360,12712322.468157543,16.358082354101423,1033,1250,1045,147,1.0494128164492664,0.14933560892356454,6.9411900550683745,4.997212273764115,139618,2,0
17,Caldas,2016,12821.068783831432,987214,12987122.127351752,16.3794688188635,566,881,567,84,0.5733306051170263,0.08508793432832193,6.340359303727752,4.442651256490317,139618,2,0
17,Caldas,2017,13043.346698233452,991363,13156983.565286834,16.392463245224054,329,576,331,41,0.331866329487786,0.041357202155012845,5.799092654460526,3.7376696182833684,139618,2,0
17,Caldas,2018,13394.76340712194,998249,13418258.778242642,16.412126932821717,277,747,279,39,0.27748587777197875,0.0390684087837804,5.627621113690637,3.6888794541139363,139618,2,0
17,Caldas,2019,13798.051820555198,1011586,13640018.565455826,16.428518571482464,158,784,167,13,0.15619037827727944,0.012851107073447042,5.0689042022202315,2.6390573296152584,139618,2,0
17,Caldas,2020,13088.445089912646,1025648,12761147.186863959,16.361915736766356,120,425,120,16,0.11699920440541005,0.015599893920721338,4.795790545596741,2.833213344056216,139618,2,0
17,Caldas,2021,14454.188242439237,1035206,13962620.234464673,16.45189433356439,142,673,142,18,0.13717076601178896,0.017387843578959162,4.962844630259907,2.9444389791664403,139618,2,0
17,Caldas,2022,15325.480229424333,1041232,14718602.798823252,16.50462274820175,232,869,232,30,0.22281297539837425,0.028812022680824254,5.4510384535657,3.4339872044851463,139618,2,0
18,Caquetá,1993,1552.81432551841,323663,4797626.93146393,15.383631964349098,469,223,470,43,1.449038042655478,0.13285423418802889,6.152732694704104,3.784189633918261,361819,3,0
18,Caquetá,1994,1658.3742942525903,329913,5026701.870652537,15.430274635296914,584,280,590,46,1.7701636492044872,0.13943069839624386,6.371611847231857,3.8501476017100584,361819,3,0
18,Caquetá,1995,1711.229693707534,335918,5094188.74162008,15.443610985586236,793,326,796,71,2.360695169654499,0.21136110598419852,6.677083461247136,4.276666119016055,361819,3,0
18,Caquetá,1996,1781.991153743924,341683,5215334.546184399,15.467113795113876,1607,771,1619,132,4.703189798731573,0.3863229952909568,7.382746449738912,4.890349128221754,361819,3,0
18,Caquetá,1997,1928.4475919469844,347208,5554156.563060138,15.530057135695387,2380,1175,2390,224,6.854680767724246,0.6451464251975761,7.7752758464868625,5.41610040220442,361819,3,0
18,Caquetá,1998,2104.9468367501177,352461,5972141.135473479,15.602616070227585,4296,2421,4334,449,12.188582566581836,1.2738998073545724,8.365672383774996,6.1092475827643655,361819,3,0
18,Caquetá,1999,1883.4451415763237,357420,5269557.220010978,15.477456898014504,7718,5413,7803,774,21.593643332773766,2.1655195568239045,8.951440100949855,6.652863029353347,361819,3,0
18,Caquetá,2000,1940.3575305054758,362047,5359407.840709841,15.49436404946439,11567,8067,11732,1093,31.94889061364961,3.0189450540951865,9.355997944398545,6.9975959829819265,361819,3,0
18,Caquetá,2001,1988.898057250533,366328,5429282.111251482,15.507317475297231,19111,10501,19343,1613,52.16909436352122,4.403157825773624,9.858071689005646,7.3864708488298945,361819,3,0
18,Caquetá,2002,1920.934036570634,370243,5188306.157228182,15.461917835250194,37033,21398,37695,3576,100.02349808099005,9.6585215655664,10.519591688597762,8.182279739259018,361819,3,0
18,Caquetá,2003,2057.3632781834203,373786,5504120.748726331,15.521007596713384,18058,10627,18259,1755,48.31106568999374,4.69519992723109,9.801399454452342,7.470793774195062,361819,3,0
18,Caquetá,2004,2013.0377911147802,376967,5340090.223056077,15.490753106497031,28248,19332,29473,2862,74.9349412548048,7.592176503513571,10.248813337717966,7.959625305098115,361819,3,0
18,Caquetá,2005,2088.2589731410776,379273,5505952.106111106,15.52134026615632,22764,13205,23127,2420,60.02009106896616,6.380628201849327,10.032979547768882,7.791935956938058,361819,3,0
18,Caquetá,2006,2172.8609571981096,381752,5691812.897373451,15.554539366494453,27791,15124,28112,3116,72.79857079989104,8.162367191265533,10.232503488480885,8.044626279767337,361819,3,0
18,Caquetá,2007,2336.4247930417055,384137,6082269.588823012,15.620888471923218,25839,13980,26112,3120,67.26506428696013,8.122102270804426,10.159678957896539,8.045908742270779,361819,3,0
18,Caquetá,2008,2460.5077029920194,386392,6367905.399159454,15.666781150736377,23303,15085,23567,2995,60.3092196525808,7.751195676929129,10.05638029863927,8.005033344637111,361819,3,0
18,Caquetá,2009,2543.6996539814345,388552,6546613.204877171,15.694458405928016,15986,11019,16040,2239,41.14249830138566,5.762420473964875,9.679531170964893,7.7142311448490855,361819,3,0
18,Caquetá,2010,2573.310348401396,390645,6587337.220241898,15.700659761126737,14885,10822,14942,2195,38.10364909316643,5.618912311689641,9.608176452919857,7.694392802629421,361819,3,0
18,Caquetá,2011,2663.5524647288967,392611,6784202.339539383,15.730107282002512,14770,10661,14873,2307,37.61993423515898,5.876045245803097,9.6004210780406,7.744136627627991,361819,3,0
18,Caquetá,2012,2982.219938010385,394379,7561812.211122764,15.838621429895726,14256,9900,14387,2314,36.14796933913824,5.867452374492556,9.56500329315396,7.747164966520335,361819,3,0
18,Caquetá,2013,3155.6540053273006,395947,7969889.922962671,15.89118123924852,15057,11284,15257,2440,38.027816854275954,6.1624409327511005,9.619664690410067,7.80016307039296,361819,3,0
18,Caquetá,2014,3323.447940373748,397383,8363336.983146607,15.93936806608093,15876,12103,16026,2580,39.95138191618665,6.492477030975155,9.672626800077511,7.855932199718614,361819,3,0
18,Caquetá,2015,3349.8674772843992,398725,8401448.30969816,15.943914666772507,11891,9046,12006,1841,29.82255940811336,4.6172173804000245,9.383621184117988,7.518607216815252,361819,3,0
18,Caquetá,2016,3426.8095046940543,399983,8567387.875719853,15.963473445480963,5240,3377,5274,818,13.10055677366288,2.045086916193938,8.564267598802166,6.70808408385307,361819,3,0
18,Caquetá,2017,3453.8970974461545,401099,8611083.790899888,15.968560744312633,2921,1768,2962,427,7.282491355002131,1.0645750799677887,7.980023592310645,6.059123195581797,361819,3,0
18,Caquetá,2018,3525.1160766339985,402085,8767091.725963412,15.986515693155821,3548,2572,3595,488,8.824004874591193,1.2136737257047638,8.174421152646497,6.192362489474872,361819,3,0
18,Caquetá,2019,3595.8663305674672,406111,8854392.839808494,15.996424259915274,3542,2464,3603,514,8.721753412244436,1.2656638209750535,8.172729104865471,6.244166900663736,361819,3,0
18,Caquetá,2020,3378.1825420830805,410567,8228090.767360943,15.923064561215886,2237,2182,2282,301,5.448562597578471,0.7331324728972373,7.71333788887187,5.71042701737487,361819,3,0
18,Caquetá,2021,3662.685910575827,414947,8826876.469948757,15.9933117693365,3810,3522,3844,511,9.181895519186789,1.2314825748830573,8.24564690087386,6.238324625039508,361819,3,0
18,Caquetá,2022,3764.622416903448,418724,8990701.313761447,16.011701413834675,6239,5864,6286,835,14.900029613779006,1.9941536668545388,8.738735461363474,6.728628613084702,361819,3,0
19,Cauca,1993,5934.895079567551,1082810,5481012.439456184,15.516800393585282,923,542,928,69,0.8524117804600991,0.063723090846963,6.828712071641684,4.248495242049359,499858,4,1
19,Cauca,1994,5412.331105354747,1099397,4922999.703796487,15.409428598573058,800,417,800,74,0.7276716236264061,0.06730962518544256,6.68586094706836,4.31748811353631,499858,4,1
19,Cauca,1995,5719.81933670109,1116314,5123844.488827596,15.449415591972942,944,504,947,67,0.8456402051752464,0.06001895524019228,6.851184927493743,4.219507705176107,499858,4,1
19,Cauca,1996,5858.935739696131,1133437,5169176.354482986,15.458223921313918,1026,496,1030,76,0.9052113174353758,0.06705269018039821,6.934397209928558,4.343805421853684,499858,4,1
19,Cauca,1997,5995.814093492925,1150677,5210683.878701777,15.46622166782203,1285,781,1302,99,1.1167338879633466,0.08603630732168976,7.1592919047975645,4.605170185988092,499858,4,1
19,Cauca,1998,6234.797148900041,1167956,5338212.354660656,15.49040138984523,1886,1197,1913,141,1.6147868584090497,0.12072372589378368,7.54274354536855,4.955827057601261,499858,4,1
19,Cauca,1999,6458.43236862891,1185202,5449225.000150953,15.510983954720627,2600,1555,2639,236,2.193718876613438,0.19912217495414283,7.8636512654486515,5.4680601411351315,499858,4,1
19,Cauca,2000,6853.576765593388,1202262,5700568.399894022,15.556076447112794,13718,10448,14087,1106,11.410158517860499,0.9199325937274904,9.526537012326164,7.009408932708637,499858,4,1
19,Cauca,2001,7341.245184187138,1218955,6022572.764529566,15.611025095511843,29553,22405,31423,2101,24.24453732910567,1.7236075162741857,10.293974377463579,7.650644551436897,499858,4,1
19,Cauca,2002,7564.325660925574,1235188,6124027.808661981,15.62773057668049,22164,16417,22940,1686,17.9438271744868,1.3649744006580375,10.006269747179154,7.430707082545968,499858,4,1
19,Cauca,2003,7498.645729371039,1251001,5994116.4950076295,15.606288961939757,12430,9076,12672,1027,9.936043216592152,0.820942589174589,9.427948631791715,6.93537044601511,499858,4,1
19,Cauca,2004,8166.99704447405,1266447,6448747.5942333555,15.679396498481552,10021,7363,10181,920,7.912688016158591,0.7264417697700732,9.21253795551967,6.825460036255307,499858,4,1
19,Cauca,2005,8246.810898906573,1281052,6437530.169662569,15.677655510492672,26289,17873,27400,1886,20.521415211872743,1.4722275130127427,10.176943917723927,7.54274354536855,499858,4,1
19,Cauca,2006,8748.70311522513,1296243,6749277.037735308,15.724945951591812,19777,15980,20060,1774,15.257170144795381,1.368570553515043,9.892325487829936,7.4815557019095165,499858,4,1
19,Cauca,2007,9211.98823798072,1310940,7027009.808214503,15.7652718259631,22199,16517,22475,2149,16.93365066288312,1.639281736769036,10.00784756786037,7.673223121121708,499858,4,1
19,Cauca,2008,9806.201764993324,1325083,7400443.417501639,15.817050477663194,28769,22253,29127,3165,21.711092814563315,2.3885296241820324,10.267088456545594,8.060224240440958,499858,4,1
19,Cauca,2009,9839.773150700252,1339006,7348565.391566768,15.810015667317135,20975,15349,21228,2511,15.664604938290045,1.875271656736415,9.95113420600348,7.828834527588089,499858,4,1
19,Cauca,2010,10527.986557692253,1352942,7781550.545176552,15.867266175163074,18906,12610,19093,2343,13.973991494092134,1.7317815545677493,9.847287502847928,7.759614150696903,499858,4,1
19,Cauca,2011,10924.12890903399,1366758,7992730.9070325475,15.89404304996269,35488,23107,36118,4832,25.965094040056833,3.5353734896741047,10.476978068292311,8.483222671845084,499858,4,1
19,Cauca,2012,11911.127648817639,1380257,8629644.804422393,15.97071390397648,40769,20163,42327,5382,29.537252844941197,3.8992738308880157,10.6157017958133,8.591001118560957,499858,4,1
19,Cauca,2013,13290.91160137233,1393465,9538030.45026056,16.070797570355715,37752,21339,38839,5398,27.09217669622129,3.873796614913184,10.538820221718257,8.593969030218288,499858,4,1
19,Cauca,2014,13898.553682667705,1406735,9880008.446983764,16.106023924681555,29280,20691,29622,4380,20.81415476262409,3.113592823097456,10.284694120497512,8.385032287813898,499858,4,1
19,Cauca,2015,14622.036080438851,1420313,10294939.270737402,16.14716299951817,23279,13409,23503,3466,16.39004923562623,2.4403071717290485,10.055349901845375,8.151044945685024,499858,4,1
19,Cauca,2016,14975.410181087638,1434395,10440227.539197808,16.161176935123578,7654,5026,7694,1114,5.336047601950648,0.7766340512899167,8.943114308091785,7.016609683894219,499858,4,1
19,Cauca,2017,14876.340419595921,1448837,10267780.585114766,16.144521451940292,8442,4860,8538,1179,5.826742414778198,0.8137561368187035,9.0410929746695,7.07326971745971,499858,4,1
19,Cauca,2018,15139.076982949136,1464502,10337354.939050365,16.151274585717477,9577,5857,9658,1297,6.539424323080474,0.8856252842263104,9.167224080902555,7.168579897264035,499858,4,1
19,Cauca,2019,15614.343442382113,1487377,10497905.670440052,16.16668633527488,13270,7261,13509,1755,8.921746134302197,1.1799295000527776,9.493336482437249,7.470793774195062,499858,4,1
19,Cauca,2020,14599.250640656837,1510904,9662593.149966402,16.083772612190096,9689,5214,9890,1328,6.4127171547629755,0.8789439964418653,9.178849704884811,7.192182058713246,499858,4,1
19,Cauca,2021,16097.326233148051,1531934,10507845.790450536,16.167632754237413,23413,7882,25310,2786,15.283295494453416,1.818616206703422,10.061089413039618,7.932721027481948,499858,4,1
19,Cauca,2022,16946.403871795344,1549859,10934158.443958672,16.207402249273983,26980,9847,27665,3294,17.408035182555317,2.125354629033996,10.202888193567093,8.100161446936607,499858,4,1
20,Cesar,1993,4641.471921566153,752881,6164947.610002315,15.634390196572424,3710,2602,3751,341,4.927737584027223,0.4529268237609928,8.219056661060598,5.834810737062605,428312,4,1
20,Cesar,1994,5066.91075912995,771095,6571059.02532107,15.698185568539564,4159,3251,4200,412,5.393628541230328,0.5343051115621292,8.333270353255308,6.023447592961033,428312,4,1
20,Cesar,1995,5684.023284040177,788898,7205016.724646503,15.790288108668653,5061,3807,5118,487,6.4152780207327185,0.6173168140874993,8.529516941105069,6.1903154058531475,428312,4,1
20,Cesar,1996,6160.715215530428,806300,7640723.323242501,15.849002832478313,10026,7650,10203,1025,12.434577700607715,1.2712389929306709,9.213036733523925,6.933423025730715,428312,4,1
20,Cesar,1997,6340.308087490343,823363,7700501.586165935,15.856796025762836,15151,11671,15390,1528,18.401361246497594,1.855803576308384,9.625887815425859,7.332369205929062,428312,4,1
20,Cesar,1998,6308.736015311916,840167,7508907.175968487,15.831600497302123,12713,11259,12857,1309,15.131515520128737,1.5580235834066323,9.450459027496354,7.177782416195197,428312,4,1
20,Cesar,1999,6263.757641212178,856709,7311418.044180904,15.804947799804989,13991,12645,14099,1558,16.331099591576603,1.818587174875016,9.546241016698438,7.351799869057777,428312,4,1
20,Cesar,2000,6234.831119694379,872935,7142377.290055249,15.781556232688205,35017,32571,35605,3923,40.114097842336484,4.494034492831654,10.463617493986263,8.274866820685254,428312,4,1
20,Cesar,2001,6850.290671032035,888830,7707087.599464504,15.857650930916439,45558,36474,46383,4965,51.25614571965393,5.585995072173532,10.726763468242096,8.510369966068112,428312,4,1
20,Cesar,2002,7162.915244471198,904392,7920144.411351712,15.884919997380905,63657,54357,64730,7100,70.38651381259454,7.850578067917452,11.061280283440269,8.867990898182093,428312,4,1
20,Cesar,2003,7892.180450858068,919636,8581852.440376485,15.965160350302414,45475,40127,46216,5121,49.44891239577398,5.5685075399397155,10.724939993248997,8.541300266759471,428312,4,1
20,Cesar,2004,8727.86673995946,934589,9338721.876631824,16.049679956797323,38850,33311,39786,4563,41.569074748365324,4.882360053456653,10.567489095490265,8.425954710981966,428312,4,1
20,Cesar,2005,9076.223521058844,948747,9566537.254988784,16.073781864617157,35898,30021,36399,4326,37.83727379375112,4.5596982124844665,10.488464718935205,8.372629740224884,428312,4,1
20,Cesar,2006,9825.091628366124,963336,10199028.821061525,16.137803060099976,24105,19865,24398,2718,25.02242208326067,2.8214454769675377,10.090216051148289,7.908019444632471,428312,4,1
20,Cesar,2007,10446.492823791315,978523,10675776.475148072,16.183487852152492,20947,17947,21145,2481,21.40675283054154,2.535453944363086,9.949798455399378,7.8168199657645525,428312,4,1
20,Cesar,2008,10857.86331213806,994256,10920591.187921481,16.206160664903667,13603,10805,13693,1695,13.681587035934406,1.7047923271270176,9.518119146127086,7.4360278163518485,428312,4,1
20,Cesar,2009,11134.524450427596,1010507,11018750.439559149,16.215108965020242,6313,4790,6332,908,6.247358998997533,0.8985588422445366,8.750524669117937,6.812345094177479,428312,4,1
20,Cesar,2010,11558.931327489556,1027089,11254069.829868255,16.236240383849328,3386,3886,3397,511,3.2966958072766817,0.4975226100172429,8.127699852817772,6.238324625039508,428312,4,1
20,Cesar,2011,12872.709612456101,1043754,12333087.693514086,16.327796264999947,2747,2741,2752,464,2.631846201307971,0.4445491945420089,7.91862865334224,6.142037405587356,428312,4,1
20,Cesar,2012,13696.899076784619,1060658,12913586.7327495,16.373790550165822,3021,2979,3040,511,2.8482319465841015,0.48177640672111083,8.013674142832684,6.238324625039508,428312,4,1
20,Cesar,2013,13588.262504157838,1078033,12604681.400437498,16.34957884263518,3420,2999,3445,559,3.172444628318428,0.5185370021140355,8.137688184977605,6.327936783729195,428312,4,1
20,Cesar,2014,14390.724653960997,1095719,13133590.504464189,16.390683666966524,4872,3917,4896,765,4.446395471831738,0.6981717027814613,8.491465042843506,6.641182169740591,428312,4,1
20,Cesar,2015,14570.402494107215,1114269,13076198.381277066,16.38630421811503,4184,3155,4265,637,3.754928118793577,0.5716752417952936,8.339261982923576,6.45833828334479,428312,4,1
20,Cesar,2016,15676.321843809406,1136299,13795947.936070882,16.439885479189392,1890,1733,1910,284,1.6632946081973141,0.24993421625822074,7.544861068658458,5.652489180268651,428312,4,1
20,Cesar,2017,16122.610931878282,1162415,13869926.774756245,16.445233512879547,1985,1557,2013,287,1.70765174227793,0.24689977331675864,7.593877844605118,5.662960480135946,428312,4,1
20,Cesar,2018,16090.234940349326,1200589,13401950.992678866,16.410910850791574,1566,4346,1586,215,1.3043597767429154,0.17907876883762885,7.356918242356021,5.375278407684165,428312,4,1
20,Cesar,2019,16646.45002566045,1251175,13304653.646101026,16.403624430194967,1425,2197,1433,234,1.1389294063580235,0.1870241972545807,7.262628600974241,5.459585514144159,428312,4,1
20,Cesar,2020,14259.456851457153,1307763,10903701.092214072,16.204612839309814,824,1491,825,108,0.6300835854814671,0.08258377091261948,6.715383386334681,4.6913478822291435,428312,4,1
20,Cesar,2021,14778.482104742114,1347446,10967773.183297968,16.21047182015068,1717,2317,1735,201,1.2742625678505854,0.1491710985078437,7.4489161025442,5.308267697401205,428312,4,1
20,Cesar,2022,15594.363043981533,1379279,11306170.139603034,16.24085916471577,3041,3657,3068,352,2.2047751035142276,0.25520579955179484,8.020270472819238,5.8664680569332965,428312,4,1
23,Córdoba,1993,6177.06683152783,1291582,4782558.777938861,15.380486270433016,3243,8465,3273,281,2.5108742611773778,0.21756264797744163,8.084562415235304,5.641907070938114,425558,3,0
23,Córdoba,1994,6657.841483753824,1312505,5072621.806205557,15.439368363445658,3583,6651,3614,338,2.729894362307191,0.25752282848446295,8.18423477409482,5.82600010738045,425558,3,0
23,Córdoba,1995,7247.706130608562,1333433,5435373.303801962,15.508438761330885,6263,13599,6317,525,4.696898906806716,0.3937205693874383,8.74257423767064,6.26530121273771,425558,3,0
23,Córdoba,1996,7526.895036046964,1354338,5557619.321060891,15.53068039486637,10651,12385,10745,864,7.864358823277499,0.6379500538270358,9.273502946933823,6.762729506931879,425558,3,0
23,Córdoba,1997,8132.377115868054,1375245,5913402.42347222,15.592731929898331,6805,12582,6891,610,4.948209228173889,0.44355732978487467,8.82555985506085,6.415096959171596,425558,3,0
23,Córdoba,1998,8765.729174358135,1396157,6278469.523383212,15.652636802275493,12118,14157,12299,938,8.67953962197661,0.6718442123629362,9.402529747968487,6.844815479208263,425558,3,0
23,Córdoba,1999,8466.610649170096,1417058,5974780.601196349,15.603057935642626,20529,12745,21247,1527,14.487056987081685,1.0775846860184977,9.929642510012979,7.331714969726466,425558,3,0
23,Córdoba,2000,8375.221426110666,1437868,5824749.85611382,15.577626613337529,23017,22028,23691,1721,16.00772810856073,1.196910982092932,10.044031797528437,7.451241684987676,425558,3,0
23,Córdoba,2001,8360.399554860378,1458524,5732095.978441478,15.561591812109882,26215,27334,26896,1871,17.973650073636087,1.2828037111490793,10.17412519037865,7.534762657037537,425558,3,0
23,Córdoba,2002,8521.868342248237,1479008,5761881.167815344,15.566774570987244,24710,26904,25063,1981,16.70714424803652,1.3394112810748826,10.115003767609359,7.591861714889934,425558,3,0
23,Córdoba,2003,9058.982857168956,1499332,6042012.614396915,15.614247728711566,9019,9210,9119,865,6.015345500529569,0.5769235899720675,9.10719961305667,6.763884908562435,425558,3,0
23,Córdoba,2004,9542.181019584297,1519528,6279700.683096525,15.652832875381211,10084,10290,10217,977,6.636271263181725,0.6429628147687967,9.218804450388312,6.885509670034818,425558,3,0
23,Córdoba,2005,10343.08231601237,1539313,6719284.7172812605,15.720492265953334,15062,16065,15224,1532,9.78488455564268,0.9952491793416933,9.619996684702816,7.334981878871814,425558,3,0
23,Córdoba,2006,10794.849129815208,1559603,6921536.525522974,15.750148344206885,15368,14181,15482,1652,9.853789714433738,1.0592439229727053,9.640107772607312,7.410347097821024,425558,3,0
23,Córdoba,2007,11699.868832466289,1579557,7407057.0624968195,15.817943760826534,16249,15034,16408,1798,10.287061498888614,1.1382938380824497,9.695848187757884,7.4949862339505335,425558,3,0
23,Córdoba,2008,11089.091988805214,1599129,6934457.438271218,15.752013373381592,23528,21188,23788,2826,14.713009394489125,1.767212026046679,10.065988981880777,7.946971357693591,425558,3,0
23,Córdoba,2009,11377.390547613604,1618376,7030128.071358944,15.765715481452903,19502,14826,19618,2651,12.050351710603715,1.638061859543147,9.878323578872578,7.883069351305753,425558,3,0
23,Córdoba,2010,11607.732179651237,1637310,7089514.007519185,15.774127349969799,24385,18825,24557,3648,14.89333113460493,2.228044780768456,10.10176447612021,8.202208436436448,425558,3,0
23,Córdoba,2011,11546.80310278967,1655818,6973473.596004917,15.757624022440444,28720,22051,29096,4374,17.344901432403802,2.6415946680130307,10.2653838414975,8.383661798791715,425558,3,0
23,Córdoba,2012,12683.650512523787,1673891,7577345.545512693,15.840673504402188,11257,8412,11375,1829,6.725049600003824,1.0926637397536638,9.328834266023971,7.512071245835466,425558,3,0
23,Córdoba,2013,13141.361626508242,1691609,7768557.406887905,15.865595043187334,14838,11593,14870,2689,8.771530536903033,1.589610837965511,9.605014129006127,7.897296472595885,425558,3,0
23,Córdoba,2014,13683.779018080728,1709003,8006878.289903955,15.895811516477641,12594,10205,12663,2170,7.369208831113814,1.2697461619435426,9.441055188786711,7.682943169878292,425558,3,0
23,Córdoba,2015,13656.567300133398,1726287,7910948.353392801,15.883758225527261,7831,6114,7870,1266,4.536325651528396,0.7333658887543033,8.965973184210347,7.144407180321139,425558,3,0
23,Córdoba,2016,13731.403833371107,1744254,7872364.823799233,15.878869061127045,6182,4481,6223,981,3.5442085843002222,0.5624180881912841,8.729558869558568,6.889591308354466,425558,3,0
23,Córdoba,2017,13920.294746264999,1763053,7895562.269690702,15.881811421589505,6522,3427,6559,1021,3.699264854771808,0.5791090795341944,8.783089671796096,6.92951677076365,425558,3,0
23,Córdoba,2018,14195.537270490544,1784754,7953778.09518317,15.889157605842016,8525,5640,8583,1322,4.77656864755591,0.7407183286884356,9.050875597325156,7.187657164114956,425558,3,0
23,Córdoba,2019,14774.33245866878,1821239,8112242.5220790785,15.908884901072204,15632,5682,15793,2377,8.583167832448131,1.3051554463746933,9.657139343577324,7.774015077250727,425558,3,0
23,Córdoba,2020,13891.505196769982,1859810,7469314.1755179195,15.826313742387855,8658,6904,8707,1197,4.655314252531173,0.6436141326264511,9.066354521447801,7.088408778675395,425558,3,0
23,Córdoba,2021,15431.429349159753,1890862,8161055.301317469,15.914884044720232,15426,8998,15500,2229,8.15818393938849,1.1788274342601417,9.64387450001194,7.709756864454165,425558,3,0
23,Córdoba,2022,16488.358344392895,1917742,8597798.006401744,15.967016682671183,19042,13355,19134,2605,9.929385704646403,1.3583683310893748,9.854454858958817,7.8655717576847906,425558,3,0
